i,m,g,N,a,m,e
M,e,a,n
V,a,r
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_037.png,0.15659556669347424,0.07703106697400013
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_038.png,0.15582215552236522,0.07620618794020577
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_039.png,0.15466185925053616,0.07522972846056379
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_040.png,0.1546857347675398,0.07520293155741731
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_041.png,0.1558657777075674,0.07592783561104212
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_042.png,0.1566616881127451,0.07649695360015211
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_043.png,0.15663284600949756,0.07674851850378982
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_044.png,0.15670531029794735,0.07714164866346004
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_045.png,0.15593073227826287,0.07590825810205494
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_046.png,0.1558712529201134,0.0764267405540981
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_047.png,0.15651041666666665,0.07637257765599685
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_048.png,0.1562158322801777,0.07607980028290649
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_049.png,0.15530036477481618,0.07638710738533228
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_050.png,0.1544714834175858,0.07572923536772513
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_051.png,0.15417037664675246,0.07530753825037977
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_052.png,0.15339397355621937,0.07500135990623125
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_053.png,0.15366758458754595,0.07602993585769026
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_054.png,0.15353300805185355,0.07557660898062249
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_055.png,0.1526124542834712,0.07435057233764307
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_056.png,0.1532797121534161,0.07438812888393194
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_057.png,0.1526595470952053,0.07390164490234723
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_058.png,0.1534469604492188,0.07495544250389947
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_059.png,0.15277584300321692,0.07362054342883827
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_060.png,0.15310498405905332,0.07415698050806895
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_061.png,0.15168489942363664,0.07287286975192708
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_062.png,0.15050345028147977,0.07128599881379676
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_063.png,0.15045916987400432,0.07151239542844241
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_064.png,0.15077706131280638,0.07169486498312166
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_065.png,0.1512309953278186,0.07200719482418627
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_066.png,0.15127009971469055,0.07193062820637514
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_067.png,0.1516323313993566,0.07209133533237756
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_068.png,0.15063491522097122,0.07161528843591658
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_069.png,0.15004215614468444,0.0716837715558707
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_070.png,0.1506791657092524,0.071527476850869
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_071.png,0.1514892578125,0.07168306911081344
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_072.png,0.15121549718520225,0.07197753986639495
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_073.png,0.1513154572131587,0.07194427519313865
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_074.png,0.15053552365770528,0.0707004687412773
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_075.png,0.14967624439912683,0.06961093792960026
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_076.png,0.14831294639437803,0.06863180954510797
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_077.png,0.14787929759306068,0.0680436054885643
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_078.png,0.14659731995825673,0.0673010858869803
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_079.png,0.14859547334558823,0.06782303819882377
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_080.png,0.14869034711052392,0.06934745946623187
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_081.png,0.14864074108647363,0.06929213082306651
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_082.png,0.1491936178768382,0.06925749340074974
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_083.png,0.1498442107555913,0.06919723606863114
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_084.png,0.1496263691023284,0.06970476963182524
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_085.png,0.14941193823720894,0.06871545027107635
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_086.png,0.14904219683478862,0.06876370676668966
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_087.png,0.14841164981617647,0.06862889717752739
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_088.png,0.14846083697150733,0.06906783076833878
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_089.png,0.14827147839116117,0.06891148255966566
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_090.png,0.14815431482651653,0.06862326865349569
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_091.png,0.14755126354741116,0.06856208248888719
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_092.png,0.1478810029871323,0.06903651346608379
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_093.png,0.14780055027382044,0.0692106480567885
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_094.png,0.14768670773973652,0.0690997627612016
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_095.png,0.14809504490272674,0.06911450011161238
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_096.png,0.14770588594324446,0.06949055169753685
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_097.png,0.14771946925742957,0.06959383291315659
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_098.png,0.14696433871400125,0.06963524702214963
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_099.png,0.14695706834980085,0.06825238979166336
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_100.png,0.14625402712354474,0.0681819130287447
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_101.png,0.14580984676585476,0.06856630880887052
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_102.png,0.14721978879442402,0.06897383538172276
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_103.png,0.1483043296664369,0.06951727187487278
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_104.png,0.14858470243566177,0.07015367097983723
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_105.png,0.14816415824142157,0.07045625881959805
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_106.png,0.14853366029028797,0.07138300029982703
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_107.png,0.14844668519263174,0.0703557321469557
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_108.png,0.1478629317938113,0.07124928387930587
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_109.png,0.15005301681219363,0.0707166845631062
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_110.png,0.14986919328278187,0.0711857739832248
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_111.png,0.1494870054955576,0.07144199252887688
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_112.png,0.14916441674325978,0.07199595462360933
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_113.png,0.1475733139935662,0.07036178098452722
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_114.png,0.14887342266007966,0.0692914825089565
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_115.png,0.14831106148514092,0.06934438869376221
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_116.png,0.148117873247932,0.07016354024192947
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_117.png,0.1488217522116268,0.07121206094289514
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_118.png,0.149833709118413,0.07187430076393762
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_119.png,0.15108110016467524,0.07265102697686003
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_120.png,0.15199399461933213,0.07234504266171035
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_121.png,0.15287729899088542,0.07369332366048882
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_122.png,0.1532488654641544,0.07370168422533722
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_123.png,0.15320356780407476,0.07403358667376574
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_124.png,0.1533496931487439,0.07379807849871335
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_125.png,0.15278978534773283,0.07380983713462651
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_126.png,0.15178770177504594,0.07308650657671605
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_127.png,0.15209371529373467,0.07326804379793453
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN005/TRAIN005_128.png,0.15249666700176168,0.0740710517414938
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_001.png,0.18400074079924938,0.09939555613700948
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_002.png,0.18487830068550862,0.0995332220579718
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_003.png,0.1844275979434743,0.10001184347659157
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_004.png,0.18362989238664215,0.09974389016574028
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_005.png,0.18310738357843137,0.0995774347960524
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_006.png,0.1834110035615809,0.10006336320106864
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_007.png,0.18532972148820467,0.10115783322376984
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_008.png,0.18489697026271446,0.1010279430149679
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_009.png,0.18560512767118562,0.10226039284203153
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_010.png,0.18520627489276958,0.10249126302482203
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_011.png,0.18635340671913297,0.10266472744009315
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_012.png,0.1859829771752451,0.10225657693029733
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_013.png,0.1850473142137714,0.10200953654352225
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_014.png,0.18403508803423713,0.1009297836704175
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_015.png,0.18493149701286762,0.10219796747089019
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_016.png,0.18506161558861825,0.10197601881914102
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_017.png,0.18441607905369178,0.10071496373462319
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_018.png,0.18418046539905022,0.09991590499032327
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_019.png,0.18358378690831803,0.10056342669189818
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_020.png,0.18208351883233762,0.0998894533742867
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_021.png,0.18216914756625308,0.099699272971362
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_022.png,0.180984556908701,0.09801607642604497
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_023.png,0.17589763566559438,0.09697088056886284
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_024.png,0.17555117139629287,0.09755989654502234
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_025.png,0.17906467213350186,0.0984950911279827
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_026.png,0.1778005263384651,0.09821913789623747
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_027.png,0.17831109738817402,0.0972989768362331
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_028.png,0.18051356895297183,0.09905073571696224
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_029.png,0.18169076956954655,0.09971241908462039
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_030.png,0.18192294251685048,0.09932186367089596
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_031.png,0.18186759200750613,0.1003194446413712
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_032.png,0.18253667494829967,0.10040798845536171
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_033.png,0.18157366584329043,0.09994905884455335
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_034.png,0.1796567729875153,0.09931461118591488
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_035.png,0.17953509162454048,0.09865861570058138
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_036.png,0.17870235069125306,0.09795745202637113
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_037.png,0.17624936571308208,0.09627568024761114
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_038.png,0.17717279172411154,0.09729131364286953
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_039.png,0.1768353032130821,0.09734493119345561
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_040.png,0.17670329972809437,0.09627598220843765
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_041.png,0.1762122659122243,0.09670358277969991
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_042.png,0.17525464226217832,0.09626795143856802
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_043.png,0.17409584195006128,0.09486956178411059
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_044.png,0.174940460803462,0.09540868854135115
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_045.png,0.17351876053155638,0.09452264391630243
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_046.png,0.1731334611481311,0.0938388527388148
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_047.png,0.17314055199716608,0.09328966438006941
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_048.png,0.17204266716452205,0.09335800026922349
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_049.png,0.17087961832682289,0.09300890216048148
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_050.png,0.17073184742647057,0.09304753991116545
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_051.png,0.16962618360332415,0.09244170754882369
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_052.png,0.17037185968137253,0.09292519375795509
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_053.png,0.16886695413028496,0.09292888128488071
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_054.png,0.16701609293619796,0.09263880478412828
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_055.png,0.16440022786458336,0.09187257880049111
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_056.png,0.16342073328354778,0.09175684542511085
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_057.png,0.1633601469152114,0.09095938220877159
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_058.png,0.16207356172449452,0.09023148571230252
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_059.png,0.16300982306985293,0.09067866321107805
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_060.png,0.16331820020488666,0.09066393597583713
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_061.png,0.1624688241996017,0.08980977191728513
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_062.png,0.16542478075214456,0.09079700897286798
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_063.png,0.16602116005093445,0.09036602239036909
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_064.png,0.16604581346698835,0.09164558753207143
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_065.png,0.16723731545840992,0.09224961813952832
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_066.png,0.16819529813878675,0.09205584619708224
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_067.png,0.1678906010646446,0.09253063481991508
/media/sjh/disk1T/dataset/RETOUCH_crop/train_all/img/f1/TRAIN006/TRAIN006_068.png,0.16934305826822915,0.09358047166491475
